name,state_name,state_abbrev,slug,Median home price,Median rent,Population
Reynolds,North Dakota,ND,reynolds,115900,775,327
West Farmington,Ohio,OH,west-farmington,101600,673,461
Broad Top City,Pennsylvania,PA,broad-top-city,122600,633,462
Donegal,Pennsylvania,PA,donegal,156300,588,179
Fort Ransom,North Dakota,ND,fort-ransom,114300,285,116
Fall River,Kansas,KS,fall-river,45800,383,111
East Bank,West Virginia,WV,east-bank,94700,717,891
Badger,Iowa,IA,badger,92000,611,454
Gamaliel,Kentucky,KY,gamaliel,69500,620,323
Moran,Kansas,KS,moran,58300,594,394
Hildreth,Nebraska,NE,hildreth,87600,538,413
Irvona,Pennsylvania,PA,irvona,61900,738,665
Brewster,Kansas,KS,brewster,95800,623,269
Everest,Kansas,KS,everest,57300,567,290
Sasakwa,Oklahoma,OK,sasakwa,50000,525,105
Verona,Missouri,MO,verona,40000,492,647
Norwich,Kansas,KS,norwich,69700,788,511
Frostproof,Florida,FL,frostproof,79800,636,3191
Ormond Beach,Florida,FL,ormond-beach,208800,1141,42545
Port Chester,New York,NY,port-chester,446900,1598,29342
Garner,North Carolina,NC,garner,190000,1122,29462
Shelby,North Carolina,NC,shelby,119300,707,20007
Douglasville,Georgia,GA,douglasville,171600,1083,33052
Los Angeles,California,CA,los-angeles,636900,1450,3966936
Valdosta,Georgia,GA,valdosta,121800,780,56095
Sacramento,California,CA,sacramento,336900,1263,500930
Porterville,California,CA,porterville,172500,941,59697
Santa Barbara,California,CA,santa-barbara,1051500,1786,91376
Brooksville,Kentucky,KY,brooksville,92300,524,739
Kaycee,Wyoming,WY,kaycee,134400,957,284
Arvada,Colorado,CO,arvada,384500,1358,118746
Danube,Minnesota,MN,danube,81300,631,522
St. Cloud,Minnesota,MN,st-cloud,155500,802,68001
Chandler,Arizona,AZ,chandler,300800,1312,252692
Lawndale,California,CA,lawndale,518000,1475,32819
Lewisville,Arkansas,AR,lewisville,46500,481,924
Athens,Alabama,AL,athens,161400,664,25922
Henagar,Alabama,AL,henagar,90800,559,2184
Berkey,Ohio,OH,berkey,149300,933,261
Nuiqsut,Alaska,AK,nuiqsut,91300,888,496
Beloit,Wisconsin,WI,beloit,89900,800,36836
Randolph,Wisconsin,WI,randolph,113900,637,1703
Conroe,Texas,TX,conroe,187300,1085,84358
Gurnee,Illinois,IL,gurnee,259500,1210,30671
Bartlett,Illinois,IL,bartlett,279200,1570,41120
Worden,Illinois,IL,worden,106700,815,970
Galesburg,Illinois,IL,galesburg,75900,637,30689
Edgewater,Florida,FL,edgewater,155900,1086,23324
Hughson,California,CA,hughson,334300,1712,7460
Crenshaw,Mississippi,MS,crenshaw,50200,755,1093
Goldsboro,Maryland,MD,goldsboro,116100,1175,262
Orchard Park,New York,NY,orchard-park,238000,997,3148
Ruthton,Minnesota,MN,ruthton,51300,771,241
Eugene,Oregon,OR,eugene,288600,1031,168302
Garber,Oklahoma,OK,garber,70900,644,668
Oakville,Washington,WA,oakville,131600,789,561
South Salem,Ohio,OH,south-salem,82500,754,287
Winneconne,Wisconsin,WI,winneconne,155900,659,2708
Lincoln,Alabama,AL,lincoln,131000,856,6681
Osyka,Mississippi,MS,osyka,82000,635,480
Carolina,Alabama,AL,carolina,118800,771,343
Avon,Alabama,AL,avon,147400,633,592
Perry,Missouri,MO,perry,91000,439,614
Avondale,Missouri,MO,avondale,88300,1065,507
Craig,Missouri,MO,craig,33300,525,172
Terra Alta,West Virginia,WV,terra-alta,66100,624,1736
Omega,Georgia,GA,omega,60400,568,1216
Wellsburg,New York,NY,wellsburg,84100,1018,458
Freistatt,Missouri,MO,freistatt,72200,267,180
Brownington,Missouri,MO,brownington,53500,625,162
Norwood,Missouri,MO,norwood,79400,576,765
Vernonia,Oregon,OR,vernonia,187900,1344,1856
Kooskia,Idaho,ID,kooskia,88100,622,561
Cambridge,Kentucky,KY,cambridge,167500,1375,147
Hume,Illinois,IL,hume,58500,598,324
West City,Illinois,IL,west-city,71300,661,772
Beaufort,South Carolina,SC,beaufort,214700,940,13404
Mechanicsburg,Ohio,OH,mechanicsburg,94900,848,1695
Dover,Illinois,IL,dover,62500,1031,125
Cleburne,Texas,TX,cleburne,112700,947,30289
Pierce,Colorado,CO,pierce,225900,1268,1008
Belleair Beach,Florida,FL,belleair-beach,593800,2396,1485
Barnhill,Ohio,OH,barnhill,66000,850,359
Wilton,North Dakota,ND,wilton,173100,458,808
Warwick,North Dakota,ND,warwick,31700,975,82
Meyers Lake,Ohio,OH,meyers-lake,182700,1125,652
Farwell,Michigan,MI,farwell,74700,620,980
Van Horne,Iowa,IA,van-horne,129200,630,926
Lemoyne,Pennsylvania,PA,lemoyne,165900,1016,4638
Tremont,Pennsylvania,PA,tremont,70400,655,1732
Oak Ridge,Texas,TX,oak-ridge,51100,1107,237
Union Star,Missouri,MO,union-star,60500,388,448
Cankton,Louisiana,LA,cankton,86700,682,651
Green Camp,Ohio,OH,green-camp,91100,729,336
Beatrice,Alabama,AL,beatrice,29300,608,221
Plumerville,Arkansas,AR,plumerville,69300,591,857
Vicco,Kentucky,KY,vicco,47500,800,317
Palco,Kansas,KS,palco,56700,381,157
Simpson,Kansas,KS,simpson,18300,525,58
Broadlands,Illinois,IL,broadlands,88400,850,362
New Oxford,Pennsylvania,PA,new-oxford,163100,809,2014
Gravity,Iowa,IA,gravity,30000,610,146
Ogema,Minnesota,MN,ogema,71700,433,214
Warren Park,Indiana,IN,warren-park,136500,792,1490
Almena,Kansas,KS,almena,80600,613,430
LaCoste,Texas,TX,lacoste,87400,652,1297
Woodstown,New Jersey,NJ,woodstown,251400,984,3456
Ridgeway,South Carolina,SC,ridgeway,162500,625,307
Muir,Michigan,MI,muir,60600,420,733
Wakita,Oklahoma,OK,wakita,47200,592,296
Antioch,Ohio,OH,antioch,65000,685,79
Kremlin,Oklahoma,OK,kremlin,83900,483,300
Adams,Oregon,OR,adams,161500,769,494
Corsica,Pennsylvania,PA,corsica,100600,683,355
Hopewell,Pennsylvania,PA,hopewell,79200,531,279
Fountain Run,Kentucky,KY,fountain-run,51800,429,218
Millville,Minnesota,MN,millville,107100,600,171
Manorville,Pennsylvania,PA,manorville,86300,617,434
Boonville,New York,NY,boonville,101100,572,2120
Raywick,Kentucky,KY,raywick,108300,625,158
Randlett,Oklahoma,OK,randlett,54500,573,370
Dry Prong,Louisiana,LA,dry-prong,123300,590,501
Shambaugh,Iowa,IA,shambaugh,74200,933,142
Meriden,Iowa,IA,meriden,91400,625,159
Argyle,Minnesota,MN,argyle,95900,630,679
Olsburg,Kansas,KS,olsburg,112500,700,239
Tiro,Ohio,OH,tiro,58300,725,215
Bartlett,Nebraska,NE,bartlett,49200,475,111
Beaver Meadows,Pennsylvania,PA,beaver-meadows,79700,893,884
Reading,Kansas,KS,reading,61000,750,219
Eagle,Nebraska,NE,eagle,131400,868,900
Arcadia,Nebraska,NE,arcadia,90000,594,271
White Mountain,Alaska,AK,white-mountain,101600,881,156
Neosho Falls,Kansas,KS,neosho-falls,13800,479,104
Dougherty,Oklahoma,OK,dougherty,64200,542,210
Valencia,Pennsylvania,PA,valencia,155000,2446,524
Fenton,Louisiana,LA,fenton,62500,560,280
Williston Park,New York,NY,williston-park,565200,1880,7277
Pittsford,New York,NY,pittsford,248200,1210,1716
Eustis,Florida,FL,eustis,162000,845,20700
Altamonte Springs,Florida,FL,altamonte-springs,184100,1185,43810
Fremont,California,CA,fremont,931600,2345,235740
Varnell,Georgia,GA,varnell,124300,680,2488
Santa Clarita,California,CA,santa-clarita,537000,1895,213411
Thousand Oaks,California,CA,thousand-oaks,726100,2101,127873
Dallas,Georgia,GA,dallas,154300,1042,13321
Shively,Kentucky,KY,shively,107000,697,15726
Georgetown,Kentucky,KY,georgetown,170000,889,33605
Pennock,Minnesota,MN,pennock,118800,632,557
Big Falls,Minnesota,MN,big-falls,49600,450,199
Maynard,Minnesota,MN,maynard,49400,544,394
Randolph,Minnesota,MN,randolph,218400,983,481
Elkland,Pennsylvania,PA,elkland,80900,704,1831
Philadelphia,Pennsylvania,PA,philadelphia,163000,1042,1579075
Port Hueneme,California,CA,port-hueneme,412200,1640,22156
Leeds,Alabama,AL,leeds,160500,877,12600
Jasper,Alabama,AL,jasper,150300,625,13649
Gadsden,Alabama,AL,gadsden,73600,645,35486
St. Johns,Arizona,AZ,st-johns,84500,680,3497
Emmonak,Alaska,AK,emmonak,92100,806,855
Keosauqua,Iowa,IA,keosauqua,100000,591,951
Clarksburg,Missouri,MO,clarksburg,55000,633,190
Vail,Iowa,IA,vail,61000,606,532
Stanford,Illinois,IL,stanford,87800,813,669
East Hope,Idaho,ID,east-hope,271400,1300,136
Iroquois,South Dakota,SD,iroquois,107000,420,354
Coleta,Illinois,IL,coleta,85600,733,196
Montrose,Arkansas,AR,montrose,31300,575,452
Douglas,Nebraska,NE,douglas,85000,756,151
Sloan,New York,NY,sloan,78600,647,3562
Bovill,Idaho,ID,bovill,75700,475,322
Gowrie,Iowa,IA,gowrie,80400,537,923
Coulter,Iowa,IA,coulter,61400,517,229
Mer Rouge,Louisiana,LA,mer-rouge,111800,492,546
Warfield,Kentucky,KY,warfield,75400,936,205
Perrysville,Indiana,IN,perrysville,70500,657,497
Stanwood,Iowa,IA,stanwood,97900,754,655
Echo,Oregon,OR,echo,121600,763,735
Hartford City,West Virginia,WV,hartford-city,74300,648,660
New Middletown,Ohio,OH,new-middletown,117100,582,1462
Edgecliff Village,Texas,TX,edgecliff-village,156400,1176,3016
Occoquan,Virginia,VA,occoquan,400000,1352,1174
Pinetops,North Carolina,NC,pinetops,66800,583,1259
Newfane,Vermont,VT,newfane,319000,831,171
Lake Orion,Michigan,MI,lake-orion,269900,733,3141
Morgan,Georgia,GA,morgan,65600,467,2057
Afton,Iowa,IA,afton,73800,500,858
Fossil,Oregon,OR,fossil,104600,696,393
Campobello,South Carolina,SC,campobello,130300,988,532
North Miami,Oklahoma,OK,north-miami,57100,675,326
Zavalla,Texas,TX,zavalla,59300,681,797
Northville,New York,NY,northville,142600,687,1051
Franklin,Michigan,MI,franklin,611900,2659,3310
Alligator,Mississippi,MS,alligator,106300,570,195
Elk Horn,Iowa,IA,elk-horn,103100,534,536
Calmar,Iowa,IA,calmar,136300,861,1009
Macclesfield,North Carolina,NC,macclesfield,77000,634,494
Susquehanna Depot,Pennsylvania,PA,susquehanna-depot,76800,752,1562
Bergen,New York,NY,bergen,114100,681,1135
Tilden,Illinois,IL,tilden,64800,635,895
Hamler,Ohio,OH,hamler,95300,666,627
Kingston Mines,Illinois,IL,kingston-mines,74700,683,292
Shirley,Indiana,IN,shirley,78200,745,952
Walsh,Colorado,CO,walsh,54400,439,524
Irwin,Iowa,IA,irwin,67400,542,344
Kite,Georgia,GA,kite,61300,556,267
Mud Lake,Idaho,ID,mud-lake,104500,733,353
Chester,Arkansas,AR,chester,72000,620,110
Springer,New Mexico,NM,springer,69600,442,782
Thompson,Pennsylvania,PA,thompson,100900,731,330
Massena,Iowa,IA,massena,76900,486,314
Woodville,Alabama,AL,woodville,95500,682,794
Omaha,Illinois,IL,omaha,45600,346,285
Kimballton,Iowa,IA,kimballton,71800,465,273
Bancroft,Kentucky,KY,bancroft,275300,1938,475
Adams,Wisconsin,WI,adams,84500,518,2135
Summit,Illinois,IL,summit,170800,874,11260
Orland Park,Illinois,IL,orland-park,287700,1233,58749
Plainville,Illinois,IL,plainville,59200,625,283
Sesser,Illinois,IL,sesser,76600,700,1548
Sardis,Mississippi,MS,sardis,71900,628,1870
Mardela Springs,Maryland,MD,mardela-springs,163700,1163,463
Ellendale,Delaware,DE,ellendale,152900,1085,552
Stillwater,New York,NY,stillwater,202100,1004,1943
Pacific,Washington,WA,pacific,281800,1231,7215
Skiatook,Oklahoma,OK,skiatook,127900,868,7962
Purcell,Oklahoma,OK,purcell,149700,803,6401
Waterville,Washington,WA,waterville,174000,743,1513
Spring Valley,Ohio,OH,spring-valley,104800,863,543
Rockford,Ohio,OH,rockford,91600,675,917
Turtle Lake,Wisconsin,WI,turtle-lake,89300,643,947
Powhatan,Louisiana,LA,powhatan,56000,357,268
Corpus Christi,Texas,TX,corpus-christi,141100,1028,325780
Gilbertown,Alabama,AL,gilbertown,117500,285,256
Napier Field,Alabama,AL,napier-field,60500,626,532
Comstock,Nebraska,NE,comstock,48900,1083,105
Grandview,Missouri,MO,grandview,108600,830,25069
Deer Lodge,Montana,MT,deer-lodge,114900,756,2934
Rogers,Arkansas,AR,rogers,178000,898,66344
Richwood,West Virginia,WV,richwood,41200,549,2127
Toccoa,Georgia,GA,toccoa,86500,671,8308
Melrose,Wisconsin,WI,melrose,102000,970,512
Cole Camp,Missouri,MO,cole-camp,90300,647,1230
Union,Oregon,OR,union,143200,864,2180
New Plymouth,Idaho,ID,new-plymouth,115400,710,1493
Grundy,Virginia,VA,grundy,152800,791,902
Morganton,North Carolina,NC,morganton,160100,685,16481
Holly Springs,North Carolina,NC,holly-springs,320900,1416,34874
Goose Creek,South Carolina,SC,goose-creek,188300,1307,41978
Summerville,South Carolina,SC,summerville,207800,1108,53037
Edwardsville,Illinois,IL,edwardsville,228300,971,25171
Gaffney,South Carolina,SC,gaffney,111100,689,12582
Beaverdam,Ohio,OH,beaverdam,79200,789,394
Cumberland,Ohio,OH,cumberland,62300,600,339
Trimble,Tennessee,TN,trimble,59800,613,523
Broussard,Louisiana,LA,broussard,214400,1210,11913
Cibolo,Texas,TX,cibolo,230800,1723,28920
Pasadena,Texas,TX,pasadena,124200,963,153350
Winnett,Montana,MT,winnett,141700,490,198
Williamsburg,Colorado,CO,williamsburg,129400,863,525
Westphalia,Missouri,MO,westphalia,143300,479,345
Ruth,North Carolina,NC,ruth,133300,613,586
Aspermont,Texas,TX,aspermont,57900,531,1015
Elnora,Indiana,IN,elnora,66000,627,642
Darmstadt,Indiana,IN,darmstadt,219300,1071,1131
Truro,Iowa,IA,truro,111400,795,483
Ellsworth,Michigan,MI,ellsworth,107900,570,339
Garrettsville,Ohio,OH,garrettsville,169300,714,2406
Biscayne Park,Florida,FL,biscayne-park,457300,1389,3124
Stratford,Texas,TX,stratford,105500,753,1951
Pinehurst,Georgia,GA,pinehurst,74200,463,405
Boyd,Wisconsin,WI,boyd,105300,813,593
Hartville,Wyoming,WY,hartville,150000,925,48
Fort Branch,Indiana,IN,fort-branch,113800,680,3040
Rudolph,Wisconsin,WI,rudolph,118100,567,451
Nora,Illinois,IL,nora,90000,843,150
Audubon,New Jersey,NJ,audubon,212700,1031,8661
Ailey,Georgia,GA,ailey,96000,648,624
Buffalo,Illinois,IL,buffalo,89800,725,420
Smithfield,Kentucky,KY,smithfield,137500,642,157
Whitelaw,Wisconsin,WI,whitelaw,133000,717,715
Nelson,Nebraska,NE,nelson,43800,488,467
Rossville,Tennessee,TN,rossville,267900,350,906
Pierson,Michigan,MI,pierson,65800,760,173
Rolling Fork,Mississippi,MS,rolling-fork,69100,478,2103
Georgetown,Mississippi,MS,georgetown,62100,325,283
Burdett,New York,NY,burdett,125000,875,394
Holmesville,Ohio,OH,holmesville,100000,600,314
Monroe,Indiana,IN,monroe,110800,744,945
Welcome,Minnesota,MN,welcome,84800,580,696
Rush Valley,Utah,UT,rush-valley,237500,1063,537
Poyen,Arkansas,AR,poyen,77500,938,308
Repton,Alabama,AL,repton,89000,444,491
Milroy,Minnesota,MN,milroy,73900,436,222
Clifton,Ohio,OH,clifton,184700,688,116
Onslow,Iowa,IA,onslow,74400,595,248
Kamrar,Iowa,IA,kamrar,38300,850,163
Wanette,Oklahoma,OK,wanette,49600,533,297
Kingsley,Kentucky,KY,kingsley,269300,1125,436
East Germantown,Indiana,IN,east-germantown,77900,754,327
Smiley,Texas,TX,smiley,49500,817,631
Eau Claire,Pennsylvania,PA,eau-claire,89300,725,297
Shippenville,Pennsylvania,PA,shippenville,85000,782,583
Adams,Minnesota,MN,adams,110300,558,755
Sherwood,North Dakota,ND,sherwood,92000,447,196
Goodrich,North Dakota,ND,goodrich,45000,432,117
Clayville,New York,NY,clayville,95000,792,190
Hoople,North Dakota,ND,hoople,62100,807,326
Hemlock,Ohio,OH,hemlock,65000,736,134
Oxford Junction,Iowa,IA,oxford-junction,52500,639,442
Westwood Hills,Kansas,KS,westwood-hills,423700,1833,463
Melrose,Iowa,IA,melrose,69400,875,141
Seneca Gardens,Kentucky,KY,seneca-gardens,417400,1333,658
Hemingford,Nebraska,NE,hemingford,79100,651,909
Cowley,Wyoming,WY,cowley,211600,650,623
Loveland,Colorado,CO,loveland,313900,1267,76972
Bowie,Maryland,MD,bowie,338100,1888,58481
Hawley,Minnesota,MN,hawley,166700,849,2143
Spring Park,Minnesota,MN,spring-park,425000,1075,1906
Goodyear,Arizona,AZ,goodyear,290800,1375,80371
Los Gatos,California,CA,los-gatos,1694000,2341,30729
Birmingham,Alabama,AL,birmingham,91100,837,212297
Harrisville,Michigan,MI,harrisville,98100,520,425
Florence,Alabama,AL,florence,142400,643,40309
Sedona,Arizona,AZ,sedona,507400,1300,10322
Onalaska,Wisconsin,WI,onalaska,196600,890,18662
Hoopeston,Illinois,IL,hoopeston,62500,621,5102
Champaign,Illinois,IL,champaign,161800,952,87636
Marion,Illinois,IL,marion,115500,740,17595
Ina,Illinois,IL,ina,67200,638,2410
Gunnison,Mississippi,MS,gunnison,63800,470,445
Pritchett,Colorado,CO,pritchett,30500,367,114
Sunflower,Mississippi,MS,sunflower,62300,479,1123
Danielson,Connecticut,CT,danielson,156500,1048,3993
Montour Falls,New York,NY,montour-falls,100000,652,1638
Remer,Minnesota,MN,remer,71400,584,354
Rutledge,Minnesota,MN,rutledge,106300,792,217
Barnsdall,Oklahoma,OK,barnsdall,58900,625,1033
Alderson,West Virginia,WV,alderson,85500,631,1135
Gilbert,West Virginia,WV,gilbert,83800,533,364
Ogdensburg,Wisconsin,WI,ogdensburg,85400,592,168
New Orleans,Louisiana,LA,new-orleans,231500,998,390845
Palos Verdes Estates,California,CA,palos-verdes-estates,2000000,2683,13434
Garden City,Alabama,AL,garden-city,85300,805,557
Georgiana,Alabama,AL,georgiana,54600,569,1806
Lincoln,Nebraska,NE,lincoln,169800,852,283839
Columbia,Missouri,MO,columbia,191800,887,121230
Edmundson,Missouri,MO,edmundson,68300,933,1202
Mansfield,Arkansas,AR,mansfield,82800,591,1398
Lithonia,Georgia,GA,lithonia,89600,917,2778
Emmett,Michigan,MI,emmett,121300,625,227
Saranac,Michigan,MI,saranac,109200,460,1409
Easthampton Town,Massachusetts,MA,easthampton-town,255000,995,15960
Star Valley,Arizona,AZ,star-valley,154300,323,1603
Keiser,Arkansas,AR,keiser,66300,687,709
La Monte,Missouri,MO,la-monte,84000,652,1178
Maitland,Missouri,MO,maitland,47500,446,256
Hillsboro,Maryland,MD,hillsboro,182100,817,114
Conconully,Washington,WA,conconully,178300,544,174
Hindsboro,Illinois,IL,hindsboro,56300,656,413
Glasgow,Virginia,VA,glasgow,96700,813,1385
Royston,Georgia,GA,royston,99700,582,2777
Bolivar,Ohio,OH,bolivar,122700,765,1122
Fairview,Tennessee,TN,fairview,225900,1075,8762
Sevierville,Tennessee,TN,sevierville,188300,772,16743
Jackson,Tennessee,TN,jackson,133200,877,66870
Lake Charles,Louisiana,LA,lake-charles,155700,816,77283
Craig,Nebraska,NE,craig,47500,731,166
Maple Hill,Kansas,KS,maple-hill,151600,1050,592
Smolan,Kansas,KS,smolan,90000,838,197
Mont Alto,Pennsylvania,PA,mont-alto,142600,986,1783
Rochester,New York,NY,rochester,83100,848,206848
South Glens Falls,New York,NY,south-glens-falls,161300,909,3617
Port Dickinson,New York,NY,port-dickinson,109700,757,1931
Briny Breezes,Florida,FL,briny-breezes,164400,1574,708
Kinston,North Carolina,NC,kinston,101800,703,20398
San Jose,California,CA,san-jose,864600,2107,1027690
Bakersfield,California,CA,bakersfield,247000,1104,377917
Kennesaw,Georgia,GA,kennesaw,194800,1270,33960
Dalton,Georgia,GA,dalton,146300,699,33571
Chico,California,CA,chico,327700,1100,94529
Williamstown,Kentucky,KY,williamstown,130500,719,3905
Dover,Oklahoma,OK,dover,65400,834,365
Schellsburg,Pennsylvania,PA,schellsburg,115500,729,341
South Wayne,Wisconsin,WI,south-wayne,86800,655,392
Surf City,New Jersey,NJ,surf-city,727800,1358,1271
Roopville,Georgia,GA,roopville,137500,775,264
Springdale,Pennsylvania,PA,springdale,103700,661,3326
Yorkana,Pennsylvania,PA,yorkana,133000,867,254
Boydton,Virginia,VA,boydton,147500,650,303
Nemaha,Iowa,IA,nemaha,45800,621,116
Dustin,Oklahoma,OK,dustin,48800,567,498
Little York,Indiana,IN,little-york,99700,813,262
Newfolden,Minnesota,MN,newfolden,106500,508,438
Eubank,Kentucky,KY,eubank,75700,645,409
Alma Center,Wisconsin,WI,alma-center,93600,650,430
Springport,Indiana,IN,springport,73800,663,156
De Witt,Illinois,IL,de-witt,84500,625,215
Nebo,Kentucky,KY,nebo,118200,679,226
Alhambra,Illinois,IL,alhambra,117100,619,612
Clare,Iowa,IA,clare,52500,715,184
Mount Summit,Indiana,IN,mount-summit,85300,766,502
Lewisville,Indiana,IN,lewisville,71500,845,424
Genola,Minnesota,MN,genola,112500,688,71
Alton,Kansas,KS,alton,28500,488,88
Mount Carbon,Pennsylvania,PA,mount-carbon,60000,775,61
Wilmore,Pennsylvania,PA,wilmore,101800,950,240
Prestonville,Kentucky,KY,prestonville,92900,635,113
Ratliff City,Oklahoma,OK,ratliff-city,60000,625,90
Boynton,Oklahoma,OK,boynton,46200,669,195
Steele,North Dakota,ND,steele,124500,548,740
Sanford,Texas,TX,sanford,32500,417,121
Halstead,Kansas,KS,halstead,107700,638,2277
Terre Hill,Pennsylvania,PA,terre-hill,199400,819,1161
Dansville,Michigan,MI,dansville,126200,1063,630
Bethel,Minnesota,MN,bethel,182800,992,500
Highmore,South Dakota,SD,highmore,76200,655,752
Pender,Nebraska,NE,pender,94800,700,1204
Mifflintown,Pennsylvania,PA,mifflintown,84700,609,964
Denton,Kansas,KS,denton,68800,575,164
Raymond,Kansas,KS,raymond,51400,435,86
Greenleaf,Kansas,KS,greenleaf,45400,418,400
Plymouth,Nebraska,NE,plymouth,83100,581,452
Jefferson,Pennsylvania,PA,jefferson,109400,764,281
La Russell,Missouri,MO,la-russell,42500,775,130
Hoosick Falls,New York,NY,hoosick-falls,119500,879,3388
Schertz,Texas,TX,schertz,211700,1322,41199
Cedar Park,Texas,TX,cedar-park,301600,1408,74814
Foxfield,Colorado,CO,foxfield,663900,1625,610
Virginia City,Montana,MT,virginia-city,203900,1000,207
Swink,Colorado,CO,swink,122600,596,857
Olivette,Missouri,MO,olivette,338100,1133,7849
Kelford,North Carolina,NC,kelford,62600,833,338
Huntington,Texas,TX,huntington,77200,538,2470
West Point,Iowa,IA,west-point,120600,540,892
Arlington,Iowa,IA,arlington,81100,419,454
Delevan,New York,NY,delevan,95000,574,1069
Clark,Missouri,MO,clark,55400,704,285
Cardwell,Missouri,MO,cardwell,39800,587,769
Elkhart,Indiana,IN,elkhart,95900,790,52257
Kress,Texas,TX,kress,55200,620,803
Plain,Wisconsin,WI,plain,156700,728,755
Humansville,Missouri,MO,humansville,50000,687,1023
Thorntown,Indiana,IN,thorntown,106800,791,1231
Washington,Virginia,VA,washington,477800,939,103
Norwood,New Jersey,NJ,norwood,626700,1851,5812
